Crime,Latitude,Longitude,Year,Neighborhood
BURGLARY-SECURE PARKING-RES,-122.3152507,47.66401157,2012,University District
FRAUD,-122.3929999,47.68061399,2012,Sunset Hill
ILLEGAL DUMPING,-122.2831466,47.53122408,2012,South Beacon Hill
BURGLARY,-122.3173682,47.67619186,2012,Roosevelt
CAR PROWL,-122.358172,47.71091014,2012,Broadview
OTHER PROPERTY,-122.2990223,47.58435802,2012,Atlantic
VEHICLE THEFT,-122.2832981,47.53243529,2012,Holly Park
CAR PROWL,-122.3149933,47.59749563,2012,International District
OTHER PROPERTY,-122.290575,47.6983448,2012,Meadowbrook
PROSTITUTION,-122.3446037,47.69744643,2012,North College Park
BURGLARY,-122.3108765,47.67669171,2012,Ravenna
WARRANT ARREST,-122.3167806,47.60588517,2012,Minor
THREATS,-122.3276729,47.59793629,2012,International District
OTHER PROPERTY,-122.286683,47.60791156,2012,Leschi
CAR PROWL,-122.3433944,47.73140109,2012,Haller Lake
PROPERTY DAMAGE,-122.3493322,47.65933679,2012,Fremont
FRAUD,-122.2584079,47.50368595,2012,Rainier View
CAR PROWL,-122.3146952,47.58334193,2012,North Beacon Hill
STOLEN PROPERTY,-122.3208823,47.62049181,2012,Broadway
STOLEN PROPERTY,-122.3263721,47.59625677,2012,International District
VEHICLE THEFT,-122.352067,47.66021769,2012,Fremont
THREATS,-122.3241261,47.61074839,2012,First Hill
NARCOTICS,-122.270435,47.5376416,2012,Brighton
ASSAULT,-122.3373204,47.61132124,2012,Central Business District
BURGLARY,-122.3904007,47.6524506,2012,Lawton Park
BURGLARY,-122.333778,47.65854468,2012,Wallingford
VEHICLE THEFT,-122.3133567,47.68577624,2012,Roosevelt
ASSAULT,-122.3862984,47.587407,2012,North Admiral
OTHER PROPERTY,-122.2838451,47.562311,2012,Columbia City
BURGLARY,-122.282756,47.657254,2012,Laurelhurst
FRAUD,-122.2999923,47.7112321,2012,Victory Heights
CAR PROWL,-122.3181502,47.61467441,2012,Broadway
BURGLARY,-122.2906857,47.69128806,2012,Wedgwood
OTHER PROPERTY,-122.3320656,47.60348178,2012,Central Business District
BURGLARY,-127.3906619,46.80829712,2012,
THREATS,-122.2999376,47.59743197,2012,Atlantic
BURGLARY-SECURE PARKING-RES,-122.3187824,47.66038221,2012,University District
CAR PROWL,-122.3331566,47.61306169,2012,Central Business District
CAR PROWL,-122.3342025,47.57665156,2012,Industrial District
CAR PROWL,-122.3404203,47.62828068,2012,Westlake
SHOPLIFTING,-122.3304204,47.62024435,2012,South Lake Union
OTHER PROPERTY,-122.3554093,47.62392488,2012,Lower Queen Anne
OTHER PROPERTY,-122.3389643,47.61477578,2012,Belltown
OTHER PROPERTY,-122.3486152,47.6610763,2012,Fremont
FRAUD,-122.3126481,47.71850811,2012,Pinehurst
VEHICLE THEFT,-122.3208471,47.72190694,2012,Pinehurst
CAR PROWL,-122.3475872,47.62265884,2012,Lower Queen Anne
PROPERTY DAMAGE,-122.3448961,47.71717447,2012,Haller Lake
WARRANT ARREST,-122.3774515,47.56245377,2012,Fairmount Park
CAR PROWL,-122.3061927,47.58550618,2012,North Beacon Hill
WARRANT ARREST,-122.3178526,47.70856043,2012,Pinehurst
VEHICLE THEFT,-122.3865836,47.58025275,2012,North Admiral
STOLEN PROPERTY,-122.3024216,47.62519835,2012,Stevens
ASSAULT,-122.3380904,47.7123018,2012,Haller Lake
CAR PROWL,-122.3869837,47.67769927,2012,Loyal Heights
ASSAULT,-122.3311241,47.60171757,2012,Pioneer Square
PROPERTY DAMAGE,-122.3008994,47.66379889,2012,Ravenna
THREATS,-127.3906619,46.80829712,2012,
SHOPLIFTING,-122.3246152,47.7086028,2012,Pinehurst
OTHER PROPERTY,-122.3526774,47.69692571,2012,Greenwood
BURGLARY,-122.3015562,47.69844525,2012,Meadowbrook
CAR PROWL,-122.3553834,47.62678118,2012,Lower Queen Anne
CAR PROWL,-122.325668,47.71768616,2012,Haller Lake
PROPERTY DAMAGE,-122.3554597,47.70599117,2012,Bitter Lake
NARCOTICS,-122.3450035,47.6136555,2012,Belltown
PROPERTY DAMAGE,-122.3265886,47.62255838,2012,Broadway
CAR PROWL,-122.2647451,47.54200831,2011,Seward Park
CAR PROWL,-122.333848,47.74142319,2012,
ASSAULT,-122.3208079,47.61581931,2012,Broadway
STOLEN PROPERTY,-122.345966,47.69871767,2012,Greenwood
CAR PROWL,-122.3342849,47.60255314,2012,Pioneer Square
OTHER PROPERTY,-122.3653467,47.69425746,2012,Greenwood
PROPERTY DAMAGE,-122.3186194,47.52224057,2012,South Park
WARRANT ARREST,-122.3291654,47.62469961,2012,South Lake Union
BURGLARY,-122.376597,47.5364809,2012,Roxhill
BURGLARY,-122.3135157,47.69398664,2012,Maple Leaf
OTHER PROPERTY,-122.356706,47.62501857,2012,Lower Queen Anne
CAR PROWL,-122.3675767,47.71160509,2012,Broadview
NARCOTICS,-122.3404677,47.6093176,2012,Pike-Market
ASSAULT,-122.3308075,47.60046424,2012,Pioneer Square
VEHICLE THEFT,-122.3213554,47.63782248,2012,Broadway
CAR PROWL,-122.3039016,47.61825057,2012,Stevens
PROPERTY DAMAGE,-122.3271045,47.64261125,2012,Eastlake
SHOPLIFTING,-122.3207714,47.61351951,2012,First Hill
WARRANT ARREST,-122.3364861,47.61167143,2012,Central Business District
CAR PROWL,-122.3168821,47.6170164,2012,Broadway
OTHER PROPERTY,-122.3323883,47.60384051,2011,Central Business District
OTHER PROPERTY,-122.3322332,47.59828868,2012,Pioneer Square
FORGERY,-122.3839286,47.66867759,2011,Adams
CAR PROWL,-122.3166363,47.65909623,2012,University District
THEFT OF SERVICES,-122.3446969,47.70504891,2012,Greenwood
PROPERTY DAMAGE,-122.3866598,47.5783244,2012,North Admiral
BURGLARY,-122.2953901,47.56860489,2012,Columbia City
PROPERTY DAMAGE,-122.3554597,47.70599117,2012,Bitter Lake
CAR PROWL,-122.3342155,47.55230781,2011,Georgetown
OTHER PROPERTY,-122.3187939,47.6140898,2012,Broadway
CAR PROWL,-122.258073,47.55061696,2012,Seward Park
BURGLARY,-122.3052554,47.72296525,2012,Olympic Hills
FRAUD,-122.335958,47.57438608,2011,Industrial District
ASSAULT,-122.3456428,47.61227403,2012,Belltown
ROBBERY,-122.3373947,47.612663,2012,Central Business District
BURGLARY,-122.3956203,47.64390181,2012,Southeast Magnolia
BURGLARY,-122.4022913,47.64953993,2012,Lawton Park
ASSAULT,-122.3463082,47.61442098,2012,Belltown
PROPERTY DAMAGE,-122.2888877,47.54977227,2012,Mid-Beacon Hill
OTHER PROPERTY,-122.310917,47.60168166,2011,Minor
CAR PROWL,-122.3474206,47.64923745,2012,Fremont
CAR PROWL,-122.3404557,47.61096358,2012,Central Business District
STOLEN PROPERTY,-122.2770802,47.63990076,2012,Madison Park
OTHER PROPERTY,-122.3342046,47.57980921,2012,Industrial District
ROBBERY,-122.3310822,47.60241242,2011,Pioneer Square
OTHER PROPERTY,-122.3187939,47.6140898,2011,Broadway
FRAUD,-122.3111851,47.71487183,2011,Victory Heights
CAR PROWL,-122.388047,47.57473667,2011,North Admiral
SHOPLIFTING,-122.3343116,47.60846026,2011,Central Business District
BURGLARY,-122.3907798,47.67679294,2011,Loyal Heights
CAR PROWL,-122.3439155,47.61183628,2011,Pike-Market
TRAFFIC,-122.3764226,47.54559328,2011,High Point
CAR PROWL,-122.3096122,47.60167944,2011,Minor
OTHER PROPERTY,-122.3240326,47.60980069,2011,First Hill
OTHER PROPERTY,-122.3339376,47.70548994,2011,North College Park
THREATS,-122.2827021,47.69802861,2011,Matthews Beach
ASSAULT,-122.3335291,47.60088239,2011,Pioneer Square
VEHICLE THEFT,-122.3252933,47.67687397,2011,Green Lake
BURGLARY,-122.3535471,47.72322886,2011,Bitter Lake
PURSE SNATCH,-122.3120748,47.65830082,2011,University District
BURGLARY,-122.3256925,47.62958065,2011,Broadway
OTHER PROPERTY,-122.396837,47.58716203,2011,Alki
ASSAULT,-122.3389068,47.60928404,2011,Central Business District
OTHER PROPERTY,-122.3092431,47.55788171,2011,Mid-Beacon Hill
CAR PROWL,-122.313104,47.66309142,2011,University District
ASSAULT,-122.3567145,47.62392989,2011,Lower Queen Anne
SHOPLIFTING,-122.3369385,47.61216878,2011,Central Business District
PROPERTY DAMAGE,-122.3387575,47.60413451,2011,Central Business District
VEHICLE THEFT,-122.3800178,47.68779109,2011,Loyal Heights
ROBBERY,-122.3339376,47.70548994,2011,North College Park
OTHER PROPERTY,-122.3054476,47.66987291,2011,University District
WARRANT ARREST,-122.3207895,47.61465549,2011,Broadway
BURGLARY,-122.3492511,47.51832219,2011,Highland Park
CAR PROWL,-122.3475966,47.62149148,2011,Lower Queen Anne
ILLEGAL DUMPING,-122.3773119,47.66190155,2011,Adams
CAR PROWL,-122.3154524,47.60921905,2011,Minor
OTHER PROPERTY,-122.3107621,47.66747923,2011,University District
ROBBERY,-122.3547618,47.62326913,2011,Lower Queen Anne
OTHER PROPERTY,-122.3413042,47.7312568,2011,Haller Lake
CAR PROWL,-122.3409938,47.63099174,2011,Westlake
OTHER PROPERTY,-122.3278873,47.61617374,2011,Broadway
OTHER PROPERTY,-127.3906619,46.80829712,2011,
DISTURBANCE,-122.3208502,47.65670624,2011,University District
SHOPLIFTING,-122.3380477,47.61170568,2011,Central Business District
PROPERTY DAMAGE,-122.3172179,47.65836262,2011,University District
BURGLARY,-122.2849779,47.56514951,2011,Mount Baker
SHOPLIFTING,-122.3113976,47.73393647,2011,Olympic Hills
VEHICLE THEFT,-122.2850398,47.57450758,2011,Mount Baker
BURGLARY,-122.3620179,47.6951468,2011,Greenwood
CAR PROWL,-122.3141656,47.67034535,2011,University District
ROBBERY,-122.3279159,47.60817661,2011,First Hill
BURGLARY,-122.3264356,47.61245118,2011,First Hill
BURGLARY,-122.2655884,47.54606057,2011,Seward Park
ASSAULT,-122.2770719,47.54932469,2011,Columbia City
STOLEN PROPERTY,-122.3345243,47.70233163,2011,North College Park
CAR PROWL,-122.3299597,47.66164552,2011,Wallingford
WARRANT ARREST,-122.3479666,47.61657823,2011,Belltown
CAR PROWL,-122.3875872,47.6720096,2011,Adams
ASSAULT,-122.293642,47.72198669,2011,Cedar Park
OTHER PROPERTY,-122.284048,47.63398737,2011,Madison Park
ASSAULT,-122.3408946,47.61239733,2011,Belltown
PROPERTY DAMAGE,-122.3544737,47.53368321,2011,Highland Park
FRAUD,-122.3331752,47.60301747,2011,Central Business District
BURGLARY,-122.3287972,47.6083013,2011,First Hill
PROPERTY DAMAGE,-122.3280989,47.53612565,2011,South Park
WARRANT ARREST,-122.3499377,47.65603412,2011,Fremont
BURGLARY,-122.3569484,47.63656277,2011,West Queen Anne
PROPERTY DAMAGE,-122.3060708,47.61908418,2011,Stevens
OTHER PROPERTY,-122.3808915,47.66796373,2011,Adams
WARRANT ARREST,-122.325063,47.59751123,2011,International District
BURGLARY,-122.2778003,47.52822706,2011,Dunlap
NARCOTICS,-122.3487471,47.61469504,2011,Belltown
BURGLARY,-122.296869,47.55450935,2011,Mid-Beacon Hill
OTHER PROPERTY,-122.3781857,47.64846568,2011,Interbay
ROBBERY,-122.3027469,47.6115884,2011,Minor
WARRANT ARREST,-122.3361287,47.61044597,2011,Central Business District
FRAUD,-122.2804625,47.6341293,2011,Madison Park
CAR PROWL,-122.3061711,47.57456642,2011,North Beacon Hill
ROBBERY,-122.2699925,47.53158196,2011,Brighton
PROPERTY DAMAGE,-122.3445849,47.6157531,2011,Belltown
ASSAULT,-122.3494029,47.75973112,2011,
DISORDERLY CONDUCT,-122.3333539,47.61160583,2011,Central Business District
PROPERTY DAMAGE,-122.3359099,47.60046538,2011,Pioneer Square
BURGLARY,-122.2759064,47.5333895,2011,Brighton
WEAPON,-122.3521084,47.6621376,2011,Fremont
PROPERTY DAMAGE,-122.3304319,47.6225475,2011,South Lake Union
THREATS,-122.3379049,47.58930876,2011,Industrial District
BURGLARY-SECURE PARKING-RES,-122.3234964,47.66133603,2011,Wallingford
ASSAULT,-122.3322242,47.60088042,2011,Pioneer Square
CAR PROWL,-122.3415802,47.6088555,2011,Pike-Market
SHOPLIFTING,-122.3208989,47.62153197,2011,Broadway
SHOPLIFTING,-122.3143001,47.54770755,2011,Mid-Beacon Hill
OTHER PROPERTY,-122.3207812,47.61407415,2011,First Hill
ASSAULT,-122.3480426,47.61779467,2011,Belltown
FRAUD,-122.3553186,47.67830435,2011,Phinney Ridge
PROPERTY DAMAGE,-122.3240791,47.59835025,2011,International District
CAR PROWL,-122.3043346,47.57876434,2011,North Beacon Hill
OTHER PROPERTY,-122.3125402,47.67651215,2011,Roosevelt
NARCOTICS,-122.3469539,47.61480664,2011,Belltown
THREATS,-122.3162572,47.61877327,2011,Broadway
PROPERTY DAMAGE,-122.3246574,47.63486555,2011,South Lake Union
BURGLARY,-122.364945,47.54282547,2011,High Point
CAR PROWL,-122.3467059,47.66286971,2011,Wallingford
PROPERTY DAMAGE,-122.2987124,47.62777946,2011,Stevens
ROBBERY,-122.3023426,47.54642473,2011,Mid-Beacon Hill
BURGLARY,-122.3709366,47.55285635,2011,High Point
OTHER PROPERTY,-122.2977111,47.7201846,2011,Olympic Hills
TRAFFIC,-122.32144,47.54750066,2011,Georgetown
DISTURBANCE,-122.3385437,47.69051701,2011,Green Lake
VEHICLE THEFT,-122.2910103,47.57075993,2011,Mount Baker
BURGLARY,-122.2986415,47.60011458,2011,Atlantic
CAR PROWL,-122.3521398,47.62457135,2011,Lower Queen Anne
CAR PROWL,-122.274091,47.54247025,2011,Brighton
BURGLARY,-122.3141795,47.60218502,2011,Minor
VEHICLE THEFT,-122.2794615,47.54970015,2011,Columbia City
VEHICLE THEFT,-122.2713768,47.5216741,2011,Dunlap
OTHER PROPERTY,-122.3125867,47.71669627,2011,Victory Heights
SHOPLIFTING,-122.3006102,47.66712254,2011,University District
PROPERTY DAMAGE,-122.3915387,47.69787581,2011,North Beach/Blue Ridge
BURGLARY,-122.3230489,47.62370445,2011,Broadway
BURGLARY,-122.3818654,47.54570505,2011,Gatewood
VEHICLE THEFT,-122.3413595,47.69779683,2011,North College Park
CAR PROWL,-122.2920822,47.70928331,2011,Meadowbrook
THREATS,-122.3512561,47.69692176,2011,Greenwood
CAR PROWL,-122.3554736,47.70780643,2011,Bitter Lake
ASSAULT,-122.313088,47.66399626,2011,University District
OTHER PROPERTY,-122.412623,47.5785482,2011,Alki
BURGLARY,-122.2794681,47.54894101,2011,Columbia City
VEHICLE THEFT,-122.367312,47.52102758,2011,Roxhill
FRAUD,-122.313088,47.66399626,2011,University District
VEHICLE THEFT,-127.3906619,46.80829712,2011,
CAR PROWL,-122.3543948,47.67047295,2011,Phinney Ridge
ASSAULT,-122.3477718,47.73167697,2011,Bitter Lake
WARRANT ARREST,-122.3196466,47.59834715,2011,International District
CAR PROWL,-122.3102367,47.60803104,2011,Minor
OTHER PROPERTY,-122.328406,47.6045188,2011,Pioneer Square
CAR PROWL,-122.3056774,47.68849894,2011,Ravenna
BURGLARY,-122.3201967,47.65038289,2011,Portage Bay
FRAUD,-122.3248291,47.61927446,2011,Broadway
ASSAULT,-122.3291534,47.61823776,2011,Belltown
CAR PROWL,-122.3714416,47.68968625,2011,Whittier Heights
TRAFFIC,-122.31795,47.64111491,2011,Montlake
FRAUD,-122.321285,47.61094966,2011,First Hill
PICKPOCKET,-122.3553023,47.69059448,2011,Greenwood
CAR PROWL,-122.3485831,47.64941493,2011,Fremont
CAR PROWL,-122.3153181,47.71671374,2011,Pinehurst
OTHER PROPERTY,-122.2637792,47.5260143,2011,Dunlap
OTHER PROPERTY,-122.3240234,47.68198064,2011,Green Lake
CAR PROWL,-122.2774605,47.55080274,2011,Columbia City
OTHER PROPERTY,-122.3265822,47.62140653,2011,Broadway
BURGLARY,-122.3384258,47.68595186,2011,Green Lake
CAR PROWL,-122.3765931,47.57117928,2011,North Admiral
NARCOTICS,-122.313088,47.66399626,2011,University District
BURGLARY,-122.3409056,47.74505984,2011,
ASSAULT,-122.3768538,47.51838341,2011,Roxhill
CAR PROWL,-122.3235717,47.61098031,2011,First Hill
FRAUD,-122.3267269,47.61886279,2011,Broadway
PROPERTY DAMAGE,-122.3804363,47.66523532,2011,Adams
CAR PROWL,-122.388862,47.67383372,2011,Adams
BURGLARY,-122.2904648,47.60860892,2011,Madrona
ASSAULT,-122.3257113,47.59835286,2011,International District
BURGLARY-SECURE PARKING-RES,-122.3479331,47.72503884,2011,Bitter Lake
STOLEN PROPERTY,-122.3503523,47.54095485,2011,Riverview
CAR PROWL,-122.3397628,47.62204502,2011,South Lake Union
NARCOTICS,-122.3181689,47.6158384,2011,Broadway
FRAUD,-122.3359286,47.61190424,2011,Central Business District
CAR PROWL,-122.3725506,47.68048719,2011,Whittier Heights
DISTURBANCE,-122.3432623,47.61145276,2011,Pike-Market
ASSAULT,-122.3022349,47.59980121,2011,Atlantic
CAR PROWL,-122.3361866,47.66086178,2011,Wallingford
ASSAULT,-122.3476019,47.62090725,2011,Lower Queen Anne
OTHER PROPERTY,-122.4061794,47.58014905,2011,Alki
ASSAULT,-122.3448961,47.71717447,2011,Haller Lake
SHOPLIFTING,-122.3139102,47.61995898,2011,Broadway
BURGLARY,-122.3537511,47.61859552,2011,Lower Queen Anne
CAR PROWL,-122.34507,47.73167415,2011,Bitter Lake
VEHICLE THEFT,-122.3250373,47.54557377,2011,Georgetown
PROPERTY DAMAGE,-122.3409879,47.62948162,2011,Westlake
PROPERTY DAMAGE,-122.2818778,47.55342827,2011,Columbia City
CAR PROWL,-122.3467224,47.612326,2011,Belltown
BIKE THEFT,-122.3271026,47.62832381,2011,Broadway
CAR PROWL,-122.3176272,47.63724318,2011,Montlake
OTHER PROPERTY,-122.3195007,47.60002066,2011,Yesler Terrace
OTHER PROPERTY,-122.3800885,47.56558496,2011,Genesee
VEHICLE THEFT,-122.3361997,47.65973206,2011,Wallingford
DISTURBANCE,-122.3548108,47.72640683,2011,Bitter Lake
VEHICLE THEFT,-122.3373947,47.612663,2011,Central Business District
OTHER PROPERTY,-122.3131157,47.66218058,2011,University District
CAR PROWL,-122.3357968,47.66212692,2011,Wallingford
OTHER PROPERTY,-122.3352735,47.75780875,2011,
PROPERTY DAMAGE,-122.2872439,47.59166598,2011,Leschi
PICKPOCKET,-122.3387017,47.61074276,2011,Central Business District
PROPERTY DAMAGE,-122.2984111,47.66332336,2011,Ravenna
PROPERTY DAMAGE,-122.2818729,47.53478967,2011,Holly Park
DISTURBANCE,-122.3151903,47.67033967,2011,University District
ASSAULT,-122.3305103,47.60188591,2011,Pioneer Square
CAR PROWL,-122.4062493,47.57634939,2011,Alki
DISTURBANCE,-122.3687196,47.69720657,2011,Crown Hill
WEAPON,-127.3906619,46.80829712,2011,
OTHER PROPERTY,-122.3630318,47.54838389,2011,Riverview
STOLEN PROPERTY,-122.3623043,47.72236348,2011,Broadview
WARRANT ARREST,-122.3432429,47.69635373,2011,North College Park
ASSAULT,-122.3403854,47.62539571,2011,South Lake Union
FRAUD,-122.3942619,47.66946631,2011,Adams
BIKE THEFT,-122.3304204,47.62024435,2011,South Lake Union
DUI,-122.3051567,47.58840662,2011,Atlantic
OTHER PROPERTY,-122.3187313,47.67005781,2011,University District
ASSAULT,-122.3762388,47.5583551,2011,North Delridge
VEHICLE THEFT,-122.2760252,47.66630459,2011,Laurelhurst
STOLEN PROPERTY,-122.3200956,47.63401182,2011,Broadway
TRESPASS,-122.3207714,47.61351951,2011,First Hill
CAR PROWL,-122.2831125,47.62375541,2011,Harrison/Denny-Blaine
SHOPLIFTING,-122.3290568,47.58719856,2011,Industrial District
DISPUTE,-122.2707278,47.56411162,2011,Seward Park
DISTURBANCE,-122.3915387,47.69787581,2011,North Beach/Blue Ridge
THREATS,-122.3446554,47.70179211,2011,Greenwood
VEHICLE THEFT,-122.2884235,47.56496219,2011,Mount Baker
FRAUD,-122.3915099,47.70113038,2011,North Beach/Blue Ridge
OTHER PROPERTY,-122.3540178,47.51827331,2011,Highland Park
CAR PROWL,-122.334938,47.60326841,2011,Central Business District
ILLEGAL DUMPING,-122.3276693,47.55562729,2011,Industrial District
DISTURBANCE,-122.3269227,47.63436277,2011,South Lake Union
CAR PROWL,-122.3293895,47.60558722,2011,Central Business District
PROPERTY DAMAGE,-122.3031729,47.61293726,2011,Minor
STOLEN PROPERTY,-122.340617,47.68271452,2011,Green Lake
CAR PROWL,-122.3265755,47.62022448,2011,Broadway
CAR PROWL,-122.3303434,47.59998919,2011,Pioneer Square
LOST PROPERTY,-122.3361655,47.6160533,2011,Belltown
OTHER PROPERTY,-122.3467314,47.52372661,2011,Highland Park
EMBEZZLE,-122.3178926,47.53708721,2011,Georgetown
STOLEN PROPERTY,-122.3869723,47.66868055,2011,Adams
ROBBERY,-122.3021943,47.70160998,2011,Meadowbrook
BURGLARY,-122.3963632,47.55657946,2011,Seaview
BURGLARY,-122.275087,47.51671033,2011,Rainier Beach
PROPERTY DAMAGE,-122.2965378,47.7323454,2011,Olympic Hills
BURGLARY,-122.3239403,47.64629621,2011,Eastlake
BURGLARY,-122.4096389,47.64410758,2011,Briarcliff
BURGLARY,-122.345027,47.72776862,2011,Bitter Lake
FRAUD,-122.3963806,47.69056959,2011,Sunset Hill
OTHER PROPERTY,-122.3162865,47.66900067,2011,University District
PROPERTY DAMAGE,-122.2887927,47.53442994,2011,South Beacon Hill
THREATS,-122.3335291,47.60088239,2011,Pioneer Square
CAR PROWL,-122.2850443,47.557848,2011,Columbia City
PROPERTY DAMAGE,-122.3630318,47.54838389,2011,Riverview
CAR PROWL,-122.2514435,47.51401481,2011,Rainier Beach
FRAUD,-122.306831,47.6943951,2011,Maple Leaf
WARRANT ARREST,-122.3488992,47.61713067,2011,Belltown
OTHER PROPERTY,-122.3888643,47.67164701,2011,Adams
PROPERTY DAMAGE,-122.3509929,47.72322285,2011,Bitter Lake
BURGLARY,-122.3528352,47.52193358,2011,Highland Park
VEHICLE THEFT,-122.3100078,47.6238559,2011,Stevens
PROPERTY DAMAGE,-122.4003154,47.63955639,2011,Southeast Magnolia
THREATS,-122.3460832,47.6137075,2011,Belltown
BURGLARY,-122.3591894,47.5164465,2011,South Delridge
OTHER PROPERTY,-122.3346779,47.61450464,2011,Belltown
ASSAULT,-122.3760759,47.63286216,2011,West Queen Anne
FRAUD,-122.3265154,47.72803285,2011,Haller Lake
VEHICLE THEFT,-122.410767,47.5750034,2011,Alki
PROPERTY DAMAGE,-122.3166363,47.65909623,2011,University District
OTHER PROPERTY,-122.3108434,47.66216819,2011,University District
ASSAULT,-122.3401282,47.61062346,2011,Pike-Market
PROPERTY DAMAGE,-122.2758374,47.66400519,2011,Laurelhurst
OTHER PROPERTY,-122.3353208,47.60872452,2011,Central Business District
FRAUD,-122.3788874,47.66598674,2011,Adams
VEHICLE THEFT,-122.3554597,47.70599117,2011,Bitter Lake
BURGLARY,-122.3032252,47.54537115,2011,Mid-Beacon Hill
CAR PROWL,-122.3377979,47.68564725,2011,Green Lake
CAR PROWL,-122.3290568,47.58719857,2011,Industrial District
NARCOTICS,-122.2940864,47.56178207,2011,Columbia City
WARRANT ARREST,-122.3159844,47.58921265,2011,North Beacon Hill
WEAPON,-122.3018664,47.66840441,2011,Ravenna
OTHER PROPERTY,-122.4018024,47.68924173,2011,Sunset Hill
SHOPLIFTING,-122.3380477,47.61170568,2011,Central Business District
ROBBERY,-122.3382473,47.61024631,2011,Central Business District
PROPERTY DAMAGE,-122.338451,47.6226252,2011,South Lake Union
CAR PROWL,-122.3417479,47.6072567,2011,Pike-Market
BIKE THEFT,-122.3501601,47.70960796,2011,Bitter Lake
PROPERTY DAMAGE,-122.2630915,47.50718089,2011,Rainier Beach
FALSE REPORT,-122.3361655,47.6160533,2011,Belltown
BURGLARY,-122.3308075,47.60046424,2011,Pioneer Square
VEHICLE THEFT,-122.3791967,47.54208145,2011,Gatewood
VEHICLE THEFT,-122.3313445,47.60772768,2011,Central Business District
SHOPLIFTING,-122.289922,47.56888116,2011,Mount Baker
CAR PROWL,-122.3222675,47.60955272,2011,First Hill
CAR PROWL,-122.3696925,47.66146818,2011,West Woodland
WEAPON,-122.313149,47.66053224,2011,University District
PROPERTY DAMAGE,-122.2848482,47.67075763,2011,Bryant
BURGLARY,-122.2699843,47.52704321,2011,Dunlap
CAR PROWL,-122.3404769,47.61449502,2011,Belltown
FRAUD,-122.3828088,47.56743033,2011,Genesee
PROPERTY DAMAGE,-122.2958335,47.71826373,2011,Cedar Park
NARCOTICS,-122.3361655,47.6160533,2011,Belltown
WARRANT ARREST,-122.3289706,47.59919562,2011,Pioneer Square
DUI,-127.3906619,46.80829712,2011,
VEHICLE THEFT,-122.3310963,47.53789278,2011,South Park
WARRANT ARREST,-122.3373388,47.60925298,2011,Central Business District
BURGLARY,-122.3258899,47.64087876,2011,Eastlake
FRAUD,-122.300787,47.5418212,2011,Mid-Beacon Hill
DISPUTE,-122.2821105,47.55942991,2011,Columbia City
FRAUD,-122.3214643,47.61523069,2011,Broadway
VEHICLE THEFT,-122.3098928,47.57404859,2011,North Beacon Hill
CAR PROWL,-122.2706258,47.66578976,2011,Laurelhurst
CAR PROWL,-122.3477198,47.61408902,2011,Belltown
WARRANT ARREST,-122.3436561,47.62455172,2011,Lower Queen Anne
COUNTERFEIT,-122.3567145,47.62392989,2011,Lower Queen Anne
THREATS,-122.3505254,47.64970651,2011,Fremont
BURGLARY,-122.293642,47.72198669,2011,Cedar Park
CAR PROWL,-122.3383275,47.60530026,2011,Central Business District
OTHER PROPERTY,-127.3906619,46.80829712,2011,
OTHER PROPERTY,-122.4068385,47.57660392,2011,Alki
OTHER PROPERTY,-122.2972638,47.61825675,2011,Mann
VEHICLE THEFT,-122.3806764,47.52765651,2011,Fauntleroy
PROPERTY DAMAGE,-122.3252933,47.67687397,2011,Green Lake
WARRANT ARREST,-122.2834796,47.55620633,2011,Columbia City
ASSAULT,-122.2899378,47.57067496,2011,Mount Baker
ASSAULT,-122.334195,47.59135394,2011,Industrial District
VEHICLE THEFT,-122.2717622,47.52867804,2011,Dunlap
FRAUD,-122.3188866,47.61992219,2011,Broadway
PROPERTY DAMAGE,-122.3404627,47.61273031,2011,Belltown
WARRANT ARREST,-122.3381467,47.61097516,2011,Central Business District
PROPERTY DAMAGE,-122.3397558,47.62263008,2011,South Lake Union
NARCOTICS,-122.3382473,47.6102463,2011,Central Business District
VEHICLE THEFT,-122.2699904,47.52055616,2011,Dunlap
CAR PROWL,-122.4001798,47.56580414,2011,Alki
ASSAULT,-122.289922,47.56888116,2011,Mount Baker
CAR PROWL,-122.3489291,47.61857531,2011,South Lake Union
CAR PROWL,-122.3496078,47.61403097,2011,Belltown
PROPERTY DAMAGE,-122.3005106,47.59927753,2011,Atlantic
CAR PROWL,-122.2981343,47.58498663,2011,Atlantic
THREATS,-122.3169293,47.68154856,2011,Roosevelt
WARRANT ARREST,-122.3389068,47.60928404,2011,Central Business District
CAR PROWL,-122.3296707,47.61177483,2011,First Hill
ASSAULT,-122.3663238,47.53370528,2011,High Point
ASSAULT,-122.2635503,47.67619711,2011,Sand Point
VEHICLE THEFT,-122.3391171,47.62087651,2011,South Lake Union
WARRANT ARREST,-122.3296538,47.60001367,2011,Pioneer Square
CAR PROWL,-122.3478146,47.61414259,2011,Belltown
VEHICLE THEFT,-122.3147887,47.57185222,2011,Mid-Beacon Hill
CAR PROWL,-122.3384495,47.60878866,2011,Central Business District
DUI,-122.3019065,47.70945197,2011,Victory Heights
BIKE THEFT,-122.3106588,47.61537831,2011,Stevens
FRAUD,-122.3046771,47.72905777,2011,Olympic Hills
OTHER PROPERTY,-122.366019,47.69516132,2011,Crown Hill
OTHER PROPERTY,-122.3174641,47.68189428,2011,Roosevelt
